Meas. Voltage (V)	Meas. Current (A)	6/1/2026 1:24:05 PM
8.042451E-4	2.010000E-4
8.024785E-4	2.000000E-4
7.951793E-4	1.990000E-4
7.931815E-4	1.980000E-4
7.952566E-4	1.970000E-4
7.911843E-4	1.960000E-4
7.791976E-4	1.950000E-4
7.751275E-4	1.940000E-4
7.667507E-4	1.930000E-4
7.552258E-4	1.920000E-4
7.638332E-4	1.910000E-4
7.588379E-4	1.900000E-4
7.473879E-4	1.890000E-4
7.422409E-4	1.880000E-4
7.455476E-4	1.870000E-4
7.376329E-4	1.860000E-4
7.281815E-4	1.850000E-4
7.346378E-4	1.840000E-4
7.299497E-4	1.830000E-4
7.273390E-4	1.820000E-4
7.140469E-4	1.810000E-4
7.138159E-4	1.800000E-4
7.092851E-4	1.790000E-4
7.115119E-4	1.780000E-4
6.998316E-4	1.770000E-4
6.991409E-4	1.760000E-4
6.958391E-4	1.750000E-4
6.823166E-4	1.740000E-4
6.841597E-4	1.730000E-4
6.710995E-4	1.720000E-4
6.717895E-4	1.710000E-4
6.648760E-4	1.700000E-4
6.702539E-4	1.690000E-4
6.654152E-4	1.680000E-4
6.535047E-4	1.670000E-4
6.485097E-4	1.660000E-4
6.430554E-4	1.650000E-4
6.413655E-4	1.640000E-4
6.377543E-4	1.630000E-4
6.319917E-4	1.620000E-4
6.263828E-4	1.610000E-4
6.176999E-4	1.600000E-4
6.177798E-4	1.590000E-4
6.117860E-4	1.580000E-4
6.027970E-4	1.570000E-4
6.027221E-4	1.560000E-4
5.978804E-4	1.550000E-4
5.938083E-4	1.540000E-4
5.920399E-4	1.530000E-4
5.795185E-4	1.520000E-4
5.859719E-4	1.510000E-4
5.755977E-4	1.500000E-4
5.706819E-4	1.490000E-4
5.655339E-4	1.480000E-4
5.587717E-4	1.470000E-4
5.606933E-4	1.460000E-4
5.493999E-4	1.450000E-4
5.484006E-4	1.440000E-4
5.419459E-4	1.430000E-4
5.382593E-4	1.420000E-4
5.424084E-4	1.410000E-4
5.348806E-4	1.400000E-4
5.221263E-4	1.390000E-4
5.224345E-4	1.380000E-4
5.259680E-4	1.370000E-4
5.109077E-4	1.360000E-4
5.103705E-4	1.350000E-4
5.016120E-4	1.340000E-4
5.019203E-4	1.330000E-4
4.903179E-4	1.320000E-4
4.902411E-4	1.310000E-4
4.847869E-4	1.300000E-4
4.770256E-4	1.290000E-4
4.791793E-4	1.280000E-4
4.754906E-4	1.270000E-4
4.673472E-4	1.260000E-4
4.663464E-4	1.250000E-4
4.598939E-4	1.240000E-4
4.523636E-4	1.230000E-4
4.511356E-4	1.220000E-4
4.492144E-4	1.210000E-4
4.420688E-4	1.200000E-4
4.326951E-4	1.190000E-4
4.262405E-4	1.180000E-4
4.277013E-4	1.170000E-4
4.232449E-4	1.160000E-4
4.165609E-4	1.150000E-4
4.099541E-4	1.140000E-4
4.103382E-4	1.130000E-4
4.059587E-4	1.120000E-4
3.998139E-4	1.110000E-4
3.922828E-4	1.100000E-4
3.925902E-4	1.090000E-4
3.798370E-4	1.080000E-4
3.719980E-4	1.070000E-4
3.812960E-4	1.060000E-4
3.793765E-4	1.050000E-4
3.574012E-4	1.040000E-4
3.634706E-4	1.030000E-4
3.522523E-4	1.020000E-4
3.534828E-4	1.010000E-4
3.444177E-4	1.000000E-4
3.447231E-4	9.900000E-5
3.494137E-4	9.800000E-5
3.487210E-4	9.700000E-5
3.316644E-4	9.600000E-5
3.210623E-4	9.500000E-5
3.229050E-4	9.400000E-5
3.327413E-4	9.300000E-5
3.063877E-4	9.200000E-5
3.114599E-4	9.100000E-5
3.020099E-4	9.000000E-5
3.141491E-4	8.900000E-5
3.027783E-4	8.800000E-5
3.059284E-4	8.700000E-5
2.879491E-4	8.600000E-5
2.668968E-4	8.500000E-5
2.703537E-4	8.400000E-5
2.675865E-4	8.300000E-5
2.629791E-4	8.200000E-5
2.692773E-4	8.100000E-5
2.516832E-4	8.000000E-5
2.635926E-4	7.900000E-5
2.564490E-4	7.800000E-5
2.453080E-4	7.700000E-5
2.483798E-4	7.600000E-5
2.389306E-4	7.500000E-5
2.282503E-4	7.400000E-5
2.221036E-4	7.300000E-5
2.175714E-4	7.200000E-5
2.119643E-4	7.100000E-5
2.070460E-4	7.000000E-5
2.092748E-4	6.900000E-5
2.042039E-4	6.800000E-5
2.066616E-4	6.700000E-5
1.998245E-4	6.600000E-5
1.809995E-4	6.500000E-5
1.823834E-4	6.400000E-5
1.737786E-4	6.300000E-5
1.806164E-4	6.200000E-5
1.737787E-4	6.100000E-5
1.776203E-4	6.000000E-5
1.694757E-4	5.900000E-5
1.596420E-4	5.800000E-5
1.591041E-4	5.700000E-5
1.528037E-4	5.600000E-5
1.519584E-4	5.500000E-5
1.358241E-4	5.400000E-5
1.286800E-4	5.300000E-5
